app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Instrument Identifier,instrument-identifier,Instrument recognition,II198,,Securing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II198.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II199,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II199.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II200,,Securing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II200.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II201,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II201.mp3,yes,,,,FLUTE,Woodwind,Solo,,Bach,Partita BWV 1013,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II202,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II202.mp3,yes,,,,FLUTE,Woodwind,Solo,,Bach,Partita BWV 1013,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II203,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II203.mp3,yes,,,,FLUTE,Woodwind,Solo,,Bach,Partita BWV 1013,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II205,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II205.mp3,yes,,,,FLUTE,Woodwind,Solo,,Bach,Partita BWV 1013 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II206,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II206.mp3,yes,,,,FLUTE,Woodwind,Solo,,Bach,Partita BWV 1013 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II208,,Securing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II208.mp3,yes,,,,TRUMPET,Brass,Solo,EASY,,Allegro - Rondeau,,,MusOpen,PD,Harder as organ not piano and blends with trumpet sound — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II209,,Securing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II209.mp3,yes,,,,TRUMPET,Brass,Solo,EASY,,Allegro - Rondeau,,,MusOpen,PD,Organ accompaniment so harder — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II210,,Developing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II210.mp3,yes,,,,TRUMPET,Brass,Solo,EASY,,Allegro - Rondeau,,,MusOpen,PD,Harder as organ not piano and blends with trumpet sound.
Instrument Identifier,instrument-identifier,Instrument recognition,II211,,Developing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II211.mp3,yes,,,,TRUMPET,Brass,Solo,EASY,,Allegro - Rondeau,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II212,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II212.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II213,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II213.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II214,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II214.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II215,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II215.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II216,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II216.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II217,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II217.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II218,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II218.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II219,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II219.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II220,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II220.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II221,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II221.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II223,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II223.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II224,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II224.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II225,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II225.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II226,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II226.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II227,,Foundation,multiple-choice,1,Identify the instrument.,FLUTE,,,modules/instrument-identifier/audio/II227.mp3,yes,,,,FLUTE,Woodwind,Solo,EASY,CPE Bach,Flute Sonata H562 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II228,,Securing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II228.mp3,yes,,,,TRUMPET,Brass,Solo,MEDIUM,,2 Siciliano Rondeau Arr.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II229,,Developing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II229.mp3,yes,,,,TRUMPET,Brass,Solo,MEDIUM,,2 Siciliano Rondeau Arr.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II230,,Securing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II230.mp3,yes,,,,TRUMPET,Brass,Solo,MEDIUM,,2 Siciliano Rondeau Arr.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II231,,Developing,multiple-choice,1,Identify the instrument.,TRUMPET,,,modules/instrument-identifier/audio/II231.mp3,yes,,,,TRUMPET,Brass,Solo,MEDIUM,,2 Siciliano Rondeau Arr.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II232,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II232.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II233,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II233.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II234,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II234.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II235,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II235.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II236,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II236.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,Longer notes so harder.
Instrument Identifier,instrument-identifier,Instrument recognition,II237,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II237.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II238,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II238.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,Sounds a little clarinet-like so harder — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II239,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II239.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II240,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II240.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Concerto for Oboe and Orch.,,,MusOpen,PD,"Sounds a little trumpet-like — harder, Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II241,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II241.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II242,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II242.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Harder to tell instrument through texture — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II243,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II243.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II244,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II244.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II245,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II245.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II246,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II246.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II247,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II247.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,"Fuller accompaniment, less oboe featured, so Securing level."
Instrument Identifier,instrument-identifier,Instrument recognition,II248,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II248.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II249,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II249.mp3,yes,,,,OBOE,Woodwind,Orchestral,,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II250,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II250.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto F minor,,,MusOpen,PD,"Strange, thin oboe sound — Securing as a result."
Instrument Identifier,instrument-identifier,Instrument recognition,II251,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II251.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto F minor,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II252,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II252.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto F minor,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II253,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II253.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto F minor,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II254,,Securing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II254.mp3,yes,,,,TRUMPET,BRASS,Organ Accomp.,,,Oboe Sonata FAWB,,,MusOpen,PD,Trumpet
Instrument Identifier,instrument-identifier,Instrument recognition,II255,,Securing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II255.mp3,yes,,,,TRUMPET,BRASS,Organ Accomp.,,,Oboe Sonata FAWB,,,MusOpen,PD,Trumpet
Instrument Identifier,instrument-identifier,Instrument recognition,II256,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II256.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor? Sounds a little trumpet-like so Securing level.
Instrument Identifier,instrument-identifier,Instrument recognition,II257,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II257.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II258,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II258.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II259,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II259.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II260,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II260.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II261,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II261.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor? A bit trumpet-sounding so Securing level.
Instrument Identifier,instrument-identifier,Instrument recognition,II262,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II262.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II263,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II263.mp3,yes,,,,OBOE,Woodwind,Orchestral,,,Oboe Concerto BWV1055,,,MusOpen,PD,Oboe d'amor?
Instrument Identifier,instrument-identifier,Instrument recognition,II264,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II264.mp3,yes,,,,OBOE,Woodwind,Piano Accomp.,,,Chansonette,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II265,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II265.mp3,yes,,,,OBOE,Woodwind,Piano Accomp.,,,Chansonette,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II266,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II266.mp3,yes,,,,OBOE,Woodwind,Piano Accomp.,,,Chansonette,,,MusOpen,PD,Sounds a bit trumpet-like — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II267,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II267.mp3,yes,,,,OBOE,Woodwind,Piano Accomp.,,,Chansonette,,,MusOpen,PD,A bit clarinet-like so Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II268,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II268.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (5) Napoltano,,,MusOpen,PD,w/ bassoon
Instrument Identifier,instrument-identifier,Instrument recognition,II270,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II270.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (5) Napoltano,,,MusOpen,PD,w/ bassoon
Instrument Identifier,instrument-identifier,Instrument recognition,II271,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II271.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (1) Prelude,,,MusOpen,PD,w/ bassoon
Instrument Identifier,instrument-identifier,Instrument recognition,II272,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II272.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (1) Prelude,,,MusOpen,PD,w/ bassoon
Instrument Identifier,instrument-identifier,Instrument recognition,II273,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II273.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (1) Prelude,,,MusOpen,PD,w/ bassoon
Instrument Identifier,instrument-identifier,Instrument recognition,II274,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II274.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (6) Minuet,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II275,,Securing,multiple-choice,1,Name the upper solo instrument.,OBOE,,,modules/instrument-identifier/audio/II275.mp3,yes,,,,OBOE,Woodwind,Harpsichord,,,La Gracieuse (6) Minuet,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II276,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II276.mp3,yes,,,,OBOE,Woodwind,Orchestral,HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture
Instrument Identifier,instrument-identifier,Instrument recognition,II277,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II277.mp3,yes,,,,OBOE,Woodwind,Orchestral,EASY,,Oboe Concerto HWV 302,,,MusOpen,PD,Strange oboe sound so harder.
Instrument Identifier,instrument-identifier,Instrument recognition,II278,,Mastering,multiple-choice,1,Name the solo woodwind instrument.,OBOE,,,modules/instrument-identifier/audio/II278.mp3,yes,,,,OBOE,Woodwind,Orchestral,VERY HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture Oboe is hidden in the texture.
Instrument Identifier,instrument-identifier,Instrument recognition,II279,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II279.mp3,yes,,,,OBOE,Woodwind,Orchestral,MEDIUM,,Oboe Concerto HWV 302,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II280,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II280.mp3,yes,,,,OBOE,Woodwind,Orchestral,HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture
Instrument Identifier,instrument-identifier,Instrument recognition,II281,,Developing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II281.mp3,yes,,,,OBOE,Woodwind,Orchestral,HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture
Instrument Identifier,instrument-identifier,Instrument recognition,II282,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II282.mp3,yes,,,,OBOE,Woodwind,Orchestral,HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture
Instrument Identifier,instrument-identifier,Instrument recognition,II284,,Securing,multiple-choice,1,Identify the solo instrument.,OBOE,,,modules/instrument-identifier/audio/II284.mp3,yes,,,,OBOE,Woodwind,Orchestral,HARD,,Oboe Concerto HWV 302,,,MusOpen,PD,Oboe hidden in texture
Instrument Identifier,instrument-identifier,Instrument recognition,II285,MTR015,Securing,multiple-choice-custom,1,Which percussion instrument is used prominently in this extract?,TRIANGLE,Triangle | Cymbals | Glockenspiel | Tubular Bells,,modules/instrument-identifier/audio/II285.mp3,yes,,,,TRIANGLE,Percussion,Orchestral,MEDIUM,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46",III. Anitra’s Dance,,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0,Prominent triangle in the opening of Anitra’s Dance
Instrument Identifier,instrument-identifier,Instrument recognition,II286,INS-001,Developing,multiple-choice-custom,1,What type of sound source produces the melody in this extract?,Chip synthesiser,Acoustic orchestra | Chip synthesiser | Solo piano | Rock band,,modules/instrument-identifier/audio/II286.mp3,yes,,,,Chip synthesiser,Retro Arcade Action,World/Ensemble,easy,,Coin Crash Circuit,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II287,INS-002,Mastering,written-response,2,Is this extract played by acoustic instruments or synthesised sounds? Give one piece of evidence.,Synthesised (chip-synth timbres),,"synthesised, synthesized, electronic; square wave, triangle wave, pure tone",modules/instrument-identifier/audio/II287.mp3,yes,,,,Synthesised (chip-synth timbres),Retro Arcade Action,World/Ensemble,medium,,Coin Crash Circuit,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II288,INS-003,Mastering,written-response,2,Name the two basic synth waveforms typically used to create 'chiptune' melody and bass sounds.,Square wave and triangle wave,,"square wave, square; triangle wave, triangle",modules/instrument-identifier/audio/II288.mp3,yes,,,,Square wave and triangle wave,Retro Arcade Action,World/Ensemble,hard,,Coin Crash Circuit,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II289,INS-004,Mastering,written-response,2,Name one acoustic/orchestral instrument family and one electronic element heard in this extract.,Strings/brass + electronic bass/drums,,"strings, brass, string family; distorted bass, synth stabs, electronic drums",modules/instrument-identifier/audio/II289.mp3,yes,,,,Strings/brass + electronic bass/drums,Boss Battle,World/Ensemble,hard,,Iron Crown Clash,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II291,INS-007,Developing,multiple-choice-custom,1,What instrumental family plays the opening melody?,Woodwind,Woodwind | Brass | Strings | Electronic synth,,modules/instrument-identifier/audio/II291.mp3,yes,,,,Woodwind,JRPG Orchestral / Overworld Theme,World/Ensemble,easy,,Skybound Compass,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II292,INS-008,Securing,written-response,1,Name one instrument used for a glissando flourish at a transition point.,Harp,,harp,modules/instrument-identifier/audio/II292.mp3,yes,,,,Harp,JRPG Orchestral / Overworld Theme,World/Ensemble,medium,,Skybound Compass,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II293,INS-010,Developing,multiple-choice-custom,1,What type of sound source produces the melody in this extract?,Chip synthesiser,Acoustic orchestra | Chip synthesiser | Digital sampler | Rock band,,modules/instrument-identifier/audio/II293.mp3,yes,,,,Chip synthesiser,8-bit Chiptune Platformer,World/Ensemble,easy,,Pixel Bounce,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
Instrument Identifier,instrument-identifier,Instrument recognition,II294,INS-012,Securing,written-response,1,Name the basic waveform used to create the melody sounds in this type of music.,Square wave,,square wave; square,modules/instrument-identifier/audio/II294.mp3,yes,,,,Square wave,8-bit Chiptune Platformer,World/Ensemble,easy,,Pixel Bounce,,,Suno (AI-generated) — reviewed for GCSE/IGCSE listening use,Original commission for EchoAural,AoS: AoS7 | Cambridge topic: Stage & Screen — Video Game Music
