question_id,clip_id,aos_code,aos_label,source_basis,metadata_confidence,notes
EXL008-Q07,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q08,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q09,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q10,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q11,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q12,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL010-Q01,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q02,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q03,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q04,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q05,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q06,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q07,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q08,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL010-Q09,EXL010,AoS3,Romantic music,composer/genre (extract-level),high,"Tchaikovsky, Nutcracker (1892) - Romantic era by date takes priority over its ballet genre, which predates AoS7's 20th-century scope"
EXL011-Q01,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q02,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q03,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q04,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q05,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q06,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q07,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q08,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q09,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q10,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL011-Q11,EXL011,AoS5,Music for dance,composer/genre (extract-level),medium,"Kevin MacLeod 'Sax, Rock and Roll' - instrumental rock'n'roll, historically a dance genre; not one of AoS5's three named focus genres, closest fit"
EXL012-Q01,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q02,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q03,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q04,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q05,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q06,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q07,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q08,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q09,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q10,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL012-Q11,EXL012,AoS5,Music for dance,composer/genre (extract-level),high,disco/EDM
EXL013-Q01,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q02,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q03,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q04,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q05,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q06,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q07,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q08,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q09,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q10,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL013-Q11,EXL013,AoS6,Music for small ensemble,composer/genre (extract-level),high,Balinese gamelan
EXL014-Q01,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q02,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q03,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q04,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q05,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q06,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q07,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q08,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q09,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q10,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL014-Q11,EXL014,AoS5,Music for dance,composer/genre (extract-level),high,Latin dance/salsa
EXL015-Q01,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q02,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q03,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q04,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q05,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q06,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q07,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q08,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q09,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q10,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL015-Q11,EXL015,AoS6,Music for small ensemble,composer/genre (extract-level),high,Middle Eastern
EXL016-Q01,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q02,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q03,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q04,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q05,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q06,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q07,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q08,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q09,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q10,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL016-Q11,EXL016,AoS6,Music for small ensemble,composer/genre (extract-level),high,Indian-influenced world music
EXL017-Q01,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q02,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q03,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q04,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q05,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q06,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q07,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q08,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q09,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q10,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL017-Q11,EXL017,AoS6,Music for small ensemble,composer/genre (extract-level),medium,"African percussion ensemble; closest fit to AoS6's small-ensemble umbrella, not one of its three named traditions"
EXL018-Q01,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q02,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q03,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q04,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q05,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q06,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q07,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q08,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q09,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q10,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL018-Q11,EXL018,AoS4,Music and words,composer/genre (extract-level),medium,"reggae; not one of AoS5's three named dance genres, closest fit is the popular-music umbrella of AoS4"
EXL019-Q01,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q02,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q03,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q04,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q05,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q06,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q07,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q08,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q09,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q10,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL019-Q11,EXL019,AoS6,Music for small ensemble,composer/genre (extract-level),high,Japanese folk song
EXL020-Q01,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q02,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q03,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q04,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q05,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q06,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q07,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q08,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q09,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q10,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL020-Q11,EXL020,AoS4,Music and words,composer/genre (extract-level),medium,hip-hop; word/rap-centric genre fits AoS4's popular-song umbrella
EXL021-Q01,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q02,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q03,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q04,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q05,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q06,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q07,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q08,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q09,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q10,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL021-Q11,EXL021,AoS4,Music and words,composer/genre (extract-level),medium,pop/light jazz
EXL022-Q01,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q02,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q03,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q04,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q05,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q06,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q07,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q08,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q09,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q10,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL022-Q11,EXL022,AoS5,Music for dance,composer/genre (extract-level),high,house/EDM
EXL023-Q01,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q02,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q03,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q04,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q05,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q06,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q07,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q08,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q09,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q10,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
EXL023-Q11,EXL023,AoS6,Music for small ensemble,composer/genre (extract-level),medium,Celtic folk; grouped by Exam Lab's own 'World focus' framing alongside the other AoS6 world-music extracts
q01-bach-s1-prelude,q01-bach-s1-prelude,AoS1,Baroque music,composer/era,high,"J.S. Bach, Cello Suite No.1 BWV 1007, Prelude"
