question_id,clip_id,musical_element,primary_skill_code,primary_skill_name,secondary_skill_codes,learning_stage,difficulty_band,period,genre,ensemble,metadata_confidence,metadata_review_status
MI-S-021,CLIP-707CC2BADEB8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-022,CLIP-AD1E59332EC4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-023,CLIP-5188F36C5EA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-024,CLIP-687AE37A5454,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-025,CLIP-A44F1BA7BBC8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-026,CLIP-2329CF8B1986,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-027,CLIP-94823CA72B44,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-028,CLIP-106FD744539F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-029,CLIP-584B1A4734BA,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-030,CLIP-CBA449395529,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-031,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-032,CLIP-F22B0998779B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-033,CLIP-9AE4E7B8D385,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-034,CLIP-AE64D52857C0,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-035,CLIP-4C4CF8BF6643,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-036,CLIP-19A0AB441BC0,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-037,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-038,CLIP-1ECEC26BE1DE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-039,CLIP-676B3E4E8F81,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-040,CLIP-E836C443B74F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-041,CLIP-4CC36BBE4D41,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-042,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-043,CLIP-1077844AA846,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-044,CLIP-64E68253C4E7,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-045,CLIP-3986F4D1EC56,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-046,CLIP-75C20F2E0764,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-047,CLIP-624C40CE7B6E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-048,CLIP-9F02382DF07F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-049,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-050,CLIP-A54D2EFB057A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-051,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-052,CLIP-FF90A14BB915,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-053,CLIP-A494B785E88A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-054,CLIP-4854131DD101,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-055,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-056,CLIP-2C21446B6F93,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-057,CLIP-4005AEB24617,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-058,CLIP-A44F1BA7BBC8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-059,CLIP-416BBD5A1F0E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-060,CLIP-054DDEEB4B3D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-061,CLIP-173A56E80B11,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-062,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-063,CLIP-C607910D8898,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-064,CLIP-3DF3A674EC78,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-065,CLIP-EB0F18C0212A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-066,CLIP-1732766ED9CA,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-067,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-068,CLIP-2969EC8B1C34,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-069,CLIP-36D960DB602A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-070,CLIP-EFBB6B4D4D28,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-071,CLIP-550AFF24F04A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-072,CLIP-6BF2F2634734,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-073,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-074,CLIP-57A148C6D30C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-075,CLIP-51F4EA1BE573,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-076,CLIP-7BA4AC8E14CB,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-077,CLIP-4269B3B5E0B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-078,CLIP-2B5322F919D4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-079,CLIP-75C20F2E0764,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-080,CLIP-D065E4EA438D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-081,CLIP-8BCC3B38A9BC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-082,CLIP-890F00F069F8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-083,CLIP-26ABA172BC96,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-084,CLIP-05CA50569C40,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-085,CLIP-2CD6E549BFF9,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-086,CLIP-12FF0AC2CD96,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-087,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-088,CLIP-58ED23C72C9D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-089,CLIP-7A09D04064D8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-090,CLIP-EC0AAD34EDA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-091,CLIP-2B1891BA07A3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-092,CLIP-FE5C07958BAC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-093,CLIP-ADFBD348022A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-094,CLIP-80BBC8C616E4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-095,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-096,CLIP-3AA5815D2BB3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-097,CLIP-33403F045684,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-098,CLIP-9617A9CBBDF6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-099,CLIP-77BA98ACC65E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-100,CLIP-6A58D561B588,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-101,CLIP-DFBBF9837B0D,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-102,CLIP-C6BF016EEAFE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-103,CLIP-FF90A14BB915,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-104,CLIP-33A49A248820,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-105,CLIP-87B3B1997579,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-106,CLIP-57D39FB99ACA,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-107,CLIP-80EB25C0BC48,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-108,CLIP-E493845D36BC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-109,CLIP-34D1760E6ECF,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-110,CLIP-A494B785E88A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-111,CLIP-19DB1567F003,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-112,CLIP-5463C2CAB12A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-113,CLIP-99FBE1FD0A14,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-114,CLIP-E0DF93960097,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-115,CLIP-2327F3193F69,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-116,CLIP-B91F13BFD047,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-117,CLIP-DA08532E88EC,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-118,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-119,CLIP-0184D6A66619,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-120,CLIP-D2D32A39FF58,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-121,CLIP-6D1916C62FBD,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-122,CLIP-707CC2BADEB8,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-123,CLIP-AD1E59332EC4,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-124,CLIP-5188F36C5EA1,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-125,CLIP-687AE37A5454,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-126,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-127,CLIP-036829455C2C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-128,CLIP-68515C29EA4B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-129,CLIP-A22836756C52,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-130,CLIP-54AE2272D186,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-131,CLIP-957481286263,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-132,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-133,CLIP-F22B0998779B,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-134,CLIP-9AE4E7B8D385,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-135,CLIP-AE64D52857C0,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-136,CLIP-4C4CF8BF6643,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-137,CLIP-19A0AB441BC0,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-138,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-139,CLIP-1ECEC26BE1DE,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-140,CLIP-676B3E4E8F81,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-141,CLIP-E836C443B74F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-142,CLIP-4CC36BBE4D41,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-143,CLIP-0F45018F427C,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-144,CLIP-1077844AA846,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-145,CLIP-64E68253C4E7,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-146,CLIP-3986F4D1EC56,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-147,CLIP-75C20F2E0764,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-148,CLIP-624C40CE7B6E,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-149,CLIP-9F02382DF07F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-150,CLIP-5ACEF58F7A67,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-151,CLIP-A54D2EFB057A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-152,CLIP-EFC3DAE122F6,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-153,CLIP-FF90A14BB915,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-154,CLIP-A494B785E88A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-155,CLIP-4854131DD101,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-156,CLIP-E113AC2E5A31,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-157,CLIP-2C21446B6F93,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-158,CLIP-4005AEB24617,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-159,CLIP-45E4DA13B791,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-160,CLIP-AACE757DD446,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-161,CLIP-5E87D453DCBB,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-162,CLIP-369CA710A8B5,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-163,CLIP-0D0BF4608038,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-164,CLIP-3DF3A674EC78,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-165,CLIP-EB0F18C0212A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-166,CLIP-1732766ED9CA,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-167,CLIP-B394355DB8B3,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-168,CLIP-2969EC8B1C34,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-169,CLIP-DF1C97C8E44F,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-170,CLIP-EFBB6B4D4D28,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-171,CLIP-550AFF24F04A,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
MI-S-172,CLIP-6BF2F2634734,Melody,MEL.INTERVAL.QUALITY,Interval quality,MEL.INTERVAL.NUMBER,identify,Securing,,Generated ear-training interval,,high,Tagged
