ID,Family,Instrument,TYPE,DIFFICULTY,COMPOSER,Genre,Year,Key,WORK,Remarks,II Question,II Answer,MM Question,MM Answer,Articulation,Cadence,AUDIO,Sourcse,Rights
II241,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II241.mp3,MusOpen,PD
II242,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II242.mp3,MusOpen,PD
II243,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II243.mp3,MusOpen,PD
II244,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II244.mp3,MusOpen,PD
II245,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II245.mp3,MusOpen,PD
II246,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II246.mp3,MusOpen,PD
II247,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II247.mp3,MusOpen,PD
II248,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II248.mp3,MusOpen,PD
II249,Woodwind,OBOE,Orchestral,,Telemann,Baroque,,,Oboe Concerto TWV 51,,Identify the solo instrument.,OBOE,,,,,II249.mp3,MusOpen,PD
II250,Woodwind,OBOE,Orchestral,,,,,F minor,Oboe Concerto F minor,,Identify the solo instrument.,OBOE,,,,,II250.mp3,MusOpen,PD
II251,Woodwind,OBOE,Orchestral,,,,,F minor,Oboe Concerto F minor,,Identify the solo instrument.,OBOE,,,,,II251.mp3,MusOpen,PD
II252,Woodwind,OBOE,Orchestral,,,,,F minor,Oboe Concerto F minor,,Identify the solo instrument.,OBOE,,,,,II252.mp3,MusOpen,PD
II253,Woodwind,OBOE,Orchestral,,,,,F minor,Oboe Concerto F minor,,Identify the solo instrument.,OBOE,,,,,II253.mp3,MusOpen,PD
II254,BRASS,TRUMPET,Organ Accomp.,,,,,,Oboe Sonata FAWB,Trumpet,Identify the solo instrument.,TRUMPET,,,,,II254.mp3,MusOpen,PD
II255,BRASS,TRUMPET,Organ Accomp.,,,,,,Oboe Sonata FAWB,Trumpet,Identify the solo instrument.,TRUMPET,,,,,II255.mp3,MusOpen,PD
II256,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II256.mp3,MusOpen,PD
II257,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II257.mp3,MusOpen,PD
II258,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II258.mp3,MusOpen,PD
II259,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II259.mp3,MusOpen,PD
II260,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II260.mp3,MusOpen,PD
II261,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II261.mp3,MusOpen,PD
II262,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II262.mp3,MusOpen,PD
II263,Woodwind,OBOE,Orchestral,,,,,A Major,Oboe Concerto BWV1055,Oboe d'amor?,Identify the solo instrument.,OBOE,,,,,II263.mp3,MusOpen,PD
II264,Woodwind,OBOE,Piano Accomp.,,,,,,Chansonette,,Identify the solo instrument.,OBOE,,,,,II264.mp3,MusOpen,PD
II265,Woodwind,OBOE,Piano Accomp.,,,,,,Chansonette,,Identify the solo instrument.,OBOE,,,,,II265.mp3,MusOpen,PD
II266,Woodwind,OBOE,Piano Accomp.,,,,,,Chansonette,,Identify the solo instrument.,OBOE,,,,,II266.mp3,MusOpen,PD
II267,Woodwind,OBOE,Piano Accomp.,,,,,,Chansonette,,Identify the solo instrument.,OBOE,,,,,II267.mp3,MusOpen,PD
II268,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (5) Napoltano,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II268.mp3,MusOpen,PD
II269,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (5) Napoltano,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II269.mp3,MusOpen,PD
II270,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (5) Napoltano,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II270.mp3,MusOpen,PD
II271,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (1) Prelude,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II271.mp3,MusOpen,PD
II272,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (1) Prelude,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II272.mp3,MusOpen,PD
II273,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (1) Prelude,w/ bassoon,Identify the solo instrument.,OBOE,,,,,II273.mp3,MusOpen,PD
II274,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (6) Minuet,,Identify the solo instrument.,OBOE,,,,,II274.mp3,MusOpen,PD
II275,Woodwind,OBOE,Harpsichord,,,,,,La Gracieuse (6) Minuet,,Identify the solo instrument.,OBOE,,,,,II275.mp3,MusOpen,PD
II276,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II276.mp3,MusOpen,PD
II277,Woodwind,OBOE,Orchestral,EASY,,,,B flat Major,Oboe Concerto HWV 302,,Identify the solo instrument.,OBOE,,,,,II277.mp3,MusOpen,PD
II278,Woodwind,OBOE,Orchestral,VERY HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II278.mp3,MusOpen,PD
II279,Woodwind,OBOE,Orchestral,MEDIUM,,,,B flat Major,Oboe Concerto HWV 302,,Identify the solo instrument.,OBOE,,,,,II279.mp3,MusOpen,PD
II280,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II280.mp3,MusOpen,PD
II281,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II281.mp3,MusOpen,PD
II282,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II282.mp3,MusOpen,PD
II283,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II283.mp3,MusOpen,PD
II284,Woodwind,OBOE,Orchestral,HARD,,,,B flat Major,Oboe Concerto HWV 302,Oboe hidden in texture,Identify the solo instrument.,OBOE,,,,,II284.mp3,MusOpen,PD
II285,Woodwind,OBOE,Orchestral,MEDIUM,,,,C minor,Oboe Concerto ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II286,Woodwind,OBOE,Orchestral,MEDIUM,,,,C minor,Oboe Concerto ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II287,Woodwind,OBOE,Orchestral,MEDIUM,,,,C minor,Oboe Concerto ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II288,Woodwind,RECORDER,Solo,HARD,,,,C Major,Fantasy in C,,Identify the solo instrument.,RECORDER,,,,,,MusOpen,PD
II289,Woodwind,RECORDER,Solo,HARD,,,,C Major,Fantasy in C,,Identify the solo instrument.,RECORDER,,,,,,MusOpen,PD
II290,Woodwind,RECORDER,Solo,HARD,,,,C Major,Fantasy in C,,Identify the solo instrument.,RECORDER,,,,,,MusOpen,PD
II291,Woodwind,RECORDER,Solo,HARD,,,,C Major,Fantasy in C,,Identify the solo instrument.,RECORDER,,,,,,MusOpen,PD
II292,Woodwind,RECORDER,Solo,HARD,,,,C Major,Fantasy in C,,Identify the solo instrument.,RECORDER,,,,,,MusOpen,PD
II293,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II294,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II295,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II296,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II297,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II298,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II299,Woodwind,OBOE,Orchestral,MEDIUM,,,,A minor,Concerto for Oboe & Strings,,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II300,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (3),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II301,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (3),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II302,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (3),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II303,Woodwind,OBOE,Orchestral,,,,,B flat Major,Oboe Sonata Bb major,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II304,Woodwind,OBOE,Orchestral,,,,,B flat Major,Oboe Sonata Bb major,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II305,Woodwind,OBOE,Orchestral,,,,,B flat Major,Oboe Sonata Bb major,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II306,Woodwind,OBOE,Orchestral,,,,,B flat Major,Oboe Sonata Bb major,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II307,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (2),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II308,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (2),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II309,Brass,TRUMPET,Organ Accomp.,,,,,B flat Major,Oboe Sonata HWV357 (2),Trumpet,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II310,Woodwind,OBOE,Orchestral,,,,,,Oboe Concerto TWV51 ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II311,Woodwind,OBOE,Orchestral,,,,,,Oboe Concerto TWV51 ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II312,Woodwind,OBOE,Orchestral,,,,,,Oboe Concerto TWV51 ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II313,Woodwind,OBOE,Orchestral,,,,,,Oboe Concerto TWV51 ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II314,Woodwind,OBOE,Orchestral,,,,,,Oboe Concerto TWV51 ,Harpsichord,Identify the solo instrument.,OBOE,,,,,,MusOpen,PD
II315,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Moderato,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II316,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Moderato,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II317,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Moderato,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II318,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Moderato,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II319,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Scherzando,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II320,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Scherzando,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II321,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Scherzando,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II322,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Scherzando,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II323,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Allegro Scherzando,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II324,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Molto Adagio,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II325,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Molto Adagio,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II326,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Molto Adagio,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II327,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Molto Adagio,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II328,Woodwind,BASSOON,Piano Accomp.,,,,,,Bassoon Sonata Op. 168,Molto Adagio,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II329,Woodwind,BASSOON,Piano Accomp.,,,,,,Adagio,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II330,Woodwind,BASSOON,Piano Accomp.,,,,,,Adagio,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II331,Woodwind,BASSOON,Piano Accomp.,,,,,,Adagio,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II332,Woodwind,BASSOON,Piano Accomp.,,,,,,Adagio,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II333,Brass,TRUMPET,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TRUMPET,,,,,,MusOpen,PD
II334,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the second solo instrument you hear.,TROMBONE,,,,,,MusOpen,PD
II335,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,Name the melodic device used.,SEQUENCE,Staccato,,,MusOpen,PD
II336,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,,,,,,MusOpen,PD
II337,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,,,,,,MusOpen,PD
II338,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,Name the ornament in the excerpt.,TRILL,,,,MusOpen,PD
II339,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,,,,,,MusOpen,PD
II340,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the first solo instrument you hear.,TROMBONE,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II341,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TROMBONE,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II342,Brass,TRUMPET,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the solo instrument.,TRUMPET,Name the ornament in the excerpt.,Trill/Turn,,,,MusOpen,PD
II343,Brass,TROMBONE,Organ Accomp.,,Fasch,Baroque,,C Major,Sonata in C major WP4,,Identify the second solo instrument you hear.,TROMBONE,Name the melodic device used.,SEQUENCE,Staccato,,,MusOpen,PD
II344,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II345,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II346,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II347,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II348,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II349,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II350,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II351,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,,,Staccato,,,MusOpen,PD
II352,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,Staccato,,,MusOpen,PD
II353,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,C Major,Sonata No. 31 RV476,,Identify the solo instrument.,BASSOON,Descending Sequence,DESCENDING SEQUENCE,Staccato,,,MusOpen,PD
II354,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4,Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II355,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4,Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II356,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4,Harpsichord,Identify the solo instrument.,BASSOON,Name the ornament in the excerpt.,TRILL,,,,MusOpen,PD
II357,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4,Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II358,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4 (2),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II359,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4 (2),Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II360,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4 (3),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II361,Woodwind,BASSOON,Orchestral,,Mozart,Classical,,B flat Major,Concerto No. 4 (3),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II362,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (1),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II363,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (1),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II364,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (1),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II365,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (2),Harpsichord,Identify the solo instrument.,BASSOON,,,,,,MusOpen,PD
II366,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (2),Harpsichord,Identify the solo instrument.,BASSOON,Ascending Sequence,ASCENDING SEQUENCE,,,,MusOpen,PD
II367,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (3),Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II368,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (3),Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II369,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (3),Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II370,Woodwind,BASSOON,Orchestral,,Vivaldi,Baroque,,A minor,Concerto for Bassoon (3),Harpsichord,Identify the solo instrument.,BASSOON,Name the melodic device used.,SEQUENCE,,,,MusOpen,PD
II371,Brass,TRUMPET,Orchestral,,,,,D Major,12 Concertos Op.7 (6),,Identify the solo instrument.,TRUMPET,,,,,,,
II372,Brass,TRUMPET,Orchestral,,,,,D Major,12 Concertos Op.7 (6),,Identify the solo instrument.,TRUMPET,Name the melodic device used.,SEQUENCE,,,,,
II373,Brass,TRUMPET,Orchestral,,,,,D Major,12 Concertos Op.7 (6),,Identify the solo instrument.,TRUMPET,,,,,,,
II374,Woodwind,BASSOON,Orchestral,,,,,G minor,Nocturne No. 3,,Identify the solo instrument.,BASSOON,,,,,,,
II375,Woodwind,BASSOON,Orchestral,,,,,G minor,Nocturne No. 3,,Identify the first instrument you hear.,BASSOON,,,,,,,
II376,,,,,,,,,,,,,,,,,,,
II377,,,,,,,,,,,,,,,,,,,
II378,,,,,,,,,,,,,,,,,,,
II379,,,,,,,,,,,,,,,,,,,
II380,,,,,,,,,,,,,,,,,,,
II381,,,,,,,,,,,,,,,,,,,
II382,,,,,,,,,,,,,,,,,,,
II383,,,,,,,,,,,,,,,,,,,
II384,,,,,,,,,,,,,,,,,,,
II385,,,,,,,,,,,,,,,,,,,
II386,,,,,,,,,,,,,,,,,,,
II387,,,,,,,,,,,,,,,,,,,
II388,,,,,,,,,,,,,,,,,,,
II389,,,,,,,,,,,,,,,,,,,
II390,,,,,,,,,,,,,,,,,,,
II391,,,,,,,,,,,,,,,,,,,
II392,,,,,,,,,,,,,,,,,,,
II393,,,,,,,,,,,,,,,,,,,
II394,,,,,,,,,,,,,,,,,,,
II395,,,,,,,,,,,,,,,,,,,
II396,,,,,,,,,,,,,,,,,,,
II397,,,,,,,,,,,,,,,,,,,
II398,,,,,,,,,,,,,,,,,,,
II399,,,,,,,,,,,,,,,,,,,
II400,,,,,,,,,,,,,,,,,,,
II401,,,,,,,,,,,,,,,,,,,
II402,,,,,,,,,,,,,,,,,,,
II403,,,,,,,,,,,,,,,,,,,
II404,,,,,,,,,,,,,,,,,,,
II405,,,,,,,,,,,,,,,,,,,
II406,,,,,,,,,,,,,,,,,,,
II407,,,,,,,,,,,,,,,,,,,
II408,,,,,,,,,,,,,,,,,,,
II409,,,,,,,,,,,,,,,,,,,
II410,,,,,,,,,,,,,,,,,,,
II411,,,,,,,,,,,,,,,,,,,
II412,,,,,,,,,,,,,,,,,,,
II413,,,,,,,,,,,,,,,,,,,
II414,,,,,,,,,,,,,,,,,,,
II415,,,,,,,,,,,,,,,,,,,
II416,,,,,,,,,,,,,,,,,,,
II417,,,,,,,,,,,,,,,,,,,
II418,,,,,,,,,,,,,,,,,,,
II419,,,,,,,,,,,,,,,,,,,
II420,,,,,,,,,,,,,,,,,,,
II421,,,,,,,,,,,,,,,,,,,
II422,,,,,,,,,,,,,,,,,,,
II423,,,,,,,,,,,,,,,,,,,
II424,,,,,,,,,,,,,,,,,,,
II425,,,,,,,,,,,,,,,,,,,
II426,,,,,,,,,,,,,,,,,,,
II427,,,,,,,,,,,,,,,,,,,
II428,,,,,,,,,,,,,,,,,,,
II429,,,,,,,,,,,,,,,,,,,
II430,,,,,,,,,,,,,,,,,,,
II431,,,,,,,,,,,,,,,,,,,
II432,,,,,,,,,,,,,,,,,,,
II433,,,,,,,,,,,,,,,,,,,
II434,,,,,,,,,,,,,,,,,,,
II435,,,,,,,,,,,,,,,,,,,
II436,,,,,,,,,,,,,,,,,,,
II437,,,,,,,,,,,,,,,,,,,
II438,,,,,,,,,,,,,,,,,,,
II439,,,,,,,,,,,,,,,,,,,
II440,,,,,,,,,,,,,,,,,,,
II441,,,,,,,,,,,,,,,,,,,
II442,,,,,,,,,,,,,,,,,,,
II443,,,,,,,,,,,,,,,,,,,
II444,,,,,,,,,,,,,,,,,,,
II445,,,,,,,,,,,,,,,,,,,
II446,,,,,,,,,,,,,,,,,,,
II447,,,,,,,,,,,,,,,,,,,
II448,,,,,,,,,,,,,,,,,,,
II449,,,,,,,,,,,,,,,,,,,
II450,,,,,,,,,,,,,,,,,,,
II451,,,,,,,,,,,,,,,,,,,
II452,,,,,,,,,,,,,,,,,,,
II453,,,,,,,,,,,,,,,,,,,
II454,,,,,,,,,,,,,,,,,,,
II455,,,,,,,,,,,,,,,,,,,
II456,,,,,,,,,,,,,,,,,,,
II457,,,,,,,,,,,,,,,,,,,
II458,,,,,,,,,,,,,,,,,,,
II459,,,,,,,,,,,,,,,,,,,
II460,,,,,,,,,,,,,,,,,,,
II461,,,,,,,,,,,,,,,,,,,
II462,,,,,,,,,,,,,,,,,,,
II463,,,,,,,,,,,,,,,,,,,
II464,,,,,,,,,,,,,,,,,,,
II465,,,,,,,,,,,,,,,,,,,
II466,,,,,,,,,,,,,,,,,,,
II467,,,,,,,,,,,,,,,,,,,
II468,,,,,,,,,,,,,,,,,,,
II469,,,,,,,,,,,,,,,,,,,
II470,,,,,,,,,,,,,,,,,,,
II471,,,,,,,,,,,,,,,,,,,
II472,,,,,,,,,,,,,,,,,,,
II473,,,,,,,,,,,,,,,,,,,
II474,,,,,,,,,,,,,,,,,,,
II475,,,,,,,,,,,,,,,,,,,
II476,,,,,,,,,,,,,,,,,,,
II477,,,,,,,,,,,,,,,,,,,
II478,,,,,,,,,,,,,,,,,,,
II479,,,,,,,,,,,,,,,,,,,
II480,,,,,,,,,,,,,,,,,,,
II481,,,,,,,,,,,,,,,,,,,
II482,,,,,,,,,,,,,,,,,,,
II483,,,,,,,,,,,,,,,,,,,
II484,,,,,,,,,,,,,,,,,,,
II485,,,,,,,,,,,,,,,,,,,
